"title","description","url","license","image_views","creation_time.formatted","modification_time.formatted","geo_data.latitude","geo_data.longitude","geo_data_exif.latitude","geo_data_exif.longitude","tags","people.name","people.email","comments.comment","comments.user_id","comments.email","media_key","hex_photo_id","upload_ip","status","liking_user_ids","album_id","exif.camera_make","exif.camera_model","exif.cell_width","exif.cell_length"
"Screen shot 2012-12-18 at 9.40.37 AM.png","","https://lh3.googleusercontent.com/-zHSWwgKq2F8/UNCqsGYtVwI/AAAAAAAAQRM/0sq3_T3SvWUN7Ryu7dORH6hlGdQbZtZ7wCLABGAYYCw/s0-d/Screen%2Bshot%2B2012-12-18%2Bat%2B9.40.37%2BAM.png","","5615","Dec 18, 2012, 5:41:04 PM UTC","May 2, 2018, 7:21:56 AM UTC","0.0","0.0","0.0","0.0","","","","","","","","","","","","","","","0","0"
